"title","Archive_Date","date_posted","position","location","url","posting_id","District"
"Student Support Services",2026-09-04,2026-07-23,"Support Services","White Hawk Academy","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","fallbackwashakie county school district 1https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1student support serviceswhite hawk academy2026-07-23","Washakie County School District 1"
"Route Bus Driver",2026-09-04,2026-05-07,"Transportation","Bus Barn","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","fallbackwashakie county school district 1https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1route bus driverbus barn2026-05-07","Washakie County School District 1"
"Part-Time Special Education Paraprofessional",2026-09-04,2026-09-01,"Paraprofessional","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","fallbackfremont county school district 2https://fremont2.tedk12.com/hire/index.aspxpart-time special education paraprofessionaldubois k-12 school2026-09-01","Fremont County School District 2"
"Maintenance/Transportation/Bus Driver",2026-09-04,2026-08-31,"Custodial/Maintenance","Bus Barn","https://fremont2.tedk12.com/hire/index.aspx","fallbackfremont county school district 2https://fremont2.tedk12.com/hire/index.aspxmaintenance/transportation/bus driverbus barn2026-08-31","Fremont County School District 2"
"2026-2027 MS Football Assistant Coach",2026-09-04,2026-08-31,"Athletics","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","fallbackfremont county school district 2https://fremont2.tedk12.com/hire/index.aspx2026-2027 ms football assistant coachdubois k-12 school2026-08-31","Fremont County School District 2"
"Substitute Food Service",2026-09-04,2026-08-30,"Substitute","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","fallbackfremont county school district 2https://fremont2.tedk12.com/hire/index.aspxsubstitute food servicedubois k-12 school2026-08-30","Fremont County School District 2"
"Substitute Bus Driver",2026-09-04,2026-08-30,"Substitute","Bus Barn","https://fremont2.tedk12.com/hire/index.aspx","fallbackfremont county school district 2https://fremont2.tedk12.com/hire/index.aspxsubstitute bus driverbus barn2026-08-30","Fremont County School District 2"
"Substitute - Classified -  Para/Secretary",2026-09-04,2026-08-30,"Paraprofessional","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","fallbackfremont county school district 2https://fremont2.tedk12.com/hire/index.aspxsubstitute - classified -  para/secretarydubois k-12 school2026-08-30","Fremont County School District 2"
"Substitute Teaching",2026-09-04,2026-08-30,"Substitute","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","fallbackfremont county school district 2https://fremont2.tedk12.com/hire/index.aspxsubstitute teachingdubois k-12 school2026-08-30","Fremont County School District 2"
"Substitute Custodian",2026-09-04,2026-08-30,"Substitute","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","fallbackfremont county school district 2https://fremont2.tedk12.com/hire/index.aspxsubstitute custodiandubois k-12 school2026-08-30","Fremont County School District 2"
"Custodian (fulltime) - Torrington High School",2026-09-04,2026-08-25,"Custodial/Maintenance","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","fallbackgoshen county school district 1https://goshen.tedk12.com/hire/index.aspx#ajoblistingscustodian (fulltime) - torrington high schooltorrington high school2026-08-25","Goshen County School District 1"
"Substitute Cook",2026-09-04,2026-03-04,"Substitute","District Food Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","fallbackgoshen county school district 1https://goshen.tedk12.com/hire/index.aspx#ajoblistingssubstitute cookdistrict food services2026-03-04","Goshen County School District 1"
"Speech Language Pathologist - District",2026-09-04,2026-03-01,"Support Services","Office of Special Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","fallbackgoshen county school district 1https://goshen.tedk12.com/hire/index.aspx#ajoblistingsspeech language pathologist - districtoffice of special services2026-03-01","Goshen County School District 1"
"Bus Driver/ Sub Bus Driver",2026-09-04,2026-01-01,"Substitute","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","fallbackgoshen county school district 1https://goshen.tedk12.com/hire/index.aspx#ajoblistingsbus driver/ sub bus drivertransportation services2026-01-01","Goshen County School District 1"
"Future Administrative Positions",2026-09-04,2026-01-01,"Administration","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","fallbackgoshen county school district 1https://goshen.tedk12.com/hire/index.aspx#ajoblistingsfuture administrative positionscentral administration office2026-01-01","Goshen County School District 1"
"Future Substitute Teacher Positions",2026-09-04,2026-01-01,"Substitute","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","fallbackgoshen county school district 1https://goshen.tedk12.com/hire/index.aspx#ajoblistingsfuture substitute teacher positionscentral administration office2026-01-01","Goshen County School District 1"
"Future Classified Positions",2026-09-04,2026-01-01,"Other","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","fallbackgoshen county school district 1https://goshen.tedk12.com/hire/index.aspx#ajoblistingsfuture classified positionscentral administration office2026-01-01","Goshen County School District 1"
"Future Certified Positions",2026-09-04,2026-01-01,"Other","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","fallbackgoshen county school district 1https://goshen.tedk12.com/hire/index.aspx#ajoblistingsfuture certified positionscentral administration office2026-01-01","Goshen County School District 1"
"SPED Paraprofessional",2026-09-04,2026-08-31,"Paraprofessional","Moorcroft, Wyoming","https://crook1.schoolspring.com/jobs/5909847","schoolspring:crook1.schoolspring.com:5909847","Crook County School District 1"
"Junior High Girls Basketball Coach - SHS",2026-09-04,2026-08-04,"Athletics","Sundance, Wyoming","https://crook1.schoolspring.com/jobs/5868818","schoolspring:crook1.schoolspring.com:5868818","Crook County School District 1"
"Substitute Custodian",2026-09-04,2026-06-05,"Substitute","Sundance, Wyoming","https://crook1.schoolspring.com/jobs/5324570","schoolspring:crook1.schoolspring.com:5324570","Crook County School District 1"
"Substitute Custodian",2026-09-04,2026-06-05,"Substitute","Moorcroft, Wyoming","https://crook1.schoolspring.com/jobs/5324565","schoolspring:crook1.schoolspring.com:5324565","Crook County School District 1"
"Substitute Custodian",2026-09-04,2026-06-05,"Substitute","Hulett, Wyoming","https://crook1.schoolspring.com/jobs/5324561","schoolspring:crook1.schoolspring.com:5324561","Crook County School District 1"
"Substitute Teacher",2026-09-04,2026-06-05,"Substitute","Sundance, Wyoming","https://crook1.schoolspring.com/jobs/5324546","schoolspring:crook1.schoolspring.com:5324546","Crook County School District 1"
"Substitute Teacher",2026-09-04,2026-06-05,"Substitute","Moorcroft, Wyoming","https://crook1.schoolspring.com/jobs/5324544","schoolspring:crook1.schoolspring.com:5324544","Crook County School District 1"
"Substitute Teacher",2026-09-04,2026-06-05,"Substitute","Hulett, Wyoming","https://crook1.schoolspring.com/jobs/5324537","schoolspring:crook1.schoolspring.com:5324537","Crook County School District 1"
"Substitute &amp; Activity Bus Drivers",2026-09-04,2026-06-05,"Substitute","Sundance, Wyoming","https://crook1.schoolspring.com/jobs/5324520","schoolspring:crook1.schoolspring.com:5324520","Crook County School District 1"
"Substitute &amp; Activity Bus Drivers",2026-09-04,2026-06-05,"Substitute","Moorcroft, Wyoming","https://crook1.schoolspring.com/jobs/5324517","schoolspring:crook1.schoolspring.com:5324517","Crook County School District 1"
"Substitute &amp; Activity Bus Drivers",2026-09-04,2026-06-05,"Substitute","Hulett, Wyoming","https://crook1.schoolspring.com/jobs/5324514","schoolspring:crook1.schoolspring.com:5324514","Crook County School District 1"
"Assistant High School Boys Basketball Coach - MS",2026-09-04,2026-05-29,"Athletics","Moorcroft, Wyoming","https://crook1.schoolspring.com/jobs/5748091","schoolspring:crook1.schoolspring.com:5748091","Crook County School District 1"
"Assistant High School Girls Basketball Coach - Sundance",2026-09-04,2026-05-27,"Athletics","Sundance, Wyoming","https://crook1.schoolspring.com/jobs/5740888","schoolspring:crook1.schoolspring.com:5740888","Crook County School District 1"
"Junior High Boys Basketball Coach",2026-09-04,2026-04-16,"Athletics","Moorcroft, Wyoming","https://crook1.schoolspring.com/jobs/5651350","schoolspring:crook1.schoolspring.com:5651350","Crook County School District 1"
"Head High School Track Coach - SS",2026-09-04,2026-04-07,"Athletics","Sundance, Wyoming","https://crook1.schoolspring.com/jobs/5631238","schoolspring:crook1.schoolspring.com:5631238","Crook County School District 1"
"Junior High Girls Wrestling Coach - SS",2026-09-04,2026-04-07,"Athletics","Sundance, Wyoming","https://crook1.schoolspring.com/jobs/5631234","schoolspring:crook1.schoolspring.com:5631234","Crook County School District 1"
"Junior High Girls Wrestling Coach - HS",2026-09-04,2026-04-07,"Athletics","Hulett, Wyoming","https://crook1.schoolspring.com/jobs/5631226","schoolspring:crook1.schoolspring.com:5631226","Crook County School District 1"
"Junior High Boys Wrestling Coach - HS",2026-09-04,2026-04-07,"Athletics","Hulett, Wyoming","https://crook1.schoolspring.com/jobs/5631220","schoolspring:crook1.schoolspring.com:5631220","Crook County School District 1"
"Route Bus Driver",2026-09-04,2026-02-11,"Transportation","Moorcroft, Wyoming","https://crook1.schoolspring.com/jobs/5255817","schoolspring:crook1.schoolspring.com:5255817","Crook County School District 1"
"Route Bus Driver - Hulett",2026-09-04,2026-02-11,"Transportation","Hulett, Wyoming","https://crook1.schoolspring.com/jobs/5255792","schoolspring:crook1.schoolspring.com:5255792","Crook County School District 1"
"JH Assistant Girls Basketball Coach [C110]",2026-09-04,2026-09-04,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911863","schoolspring:laramie1.schoolspring.com:5911863","Laramie County School District 1"
"Nutrition Services Aid [NU02]",2026-09-04,2026-09-01,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911871","schoolspring:laramie1.schoolspring.com:5911871","Laramie County School District 1"
"JH Boys Assistant Wrestling Coach [C168]",2026-09-04,2026-09-01,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911869","schoolspring:laramie1.schoolspring.com:5911869","Laramie County School District 1"
"JH Head Girls Basketball Coach [C076]",2026-09-04,2026-09-01,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911856","schoolspring:laramie1.schoolspring.com:5911856","Laramie County School District 1"
"Paraeducator Special Needs Center Based [XP09]",2026-09-04,2026-09-01,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911850","schoolspring:laramie1.schoolspring.com:5911850","Laramie County School District 1"
"Paraeducator Special Education [XP08]",2026-09-04,2026-09-01,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911848","schoolspring:laramie1.schoolspring.com:5911848","Laramie County School District 1"
"Substitute Transportation Assistant [S051]",2026-09-04,2026-09-01,"Substitute","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911845","schoolspring:laramie1.schoolspring.com:5911845","Laramie County School District 1"
"Substitute Transportation Driver [S050]",2026-09-04,2026-09-01,"Substitute","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911842","schoolspring:laramie1.schoolspring.com:5911842","Laramie County School District 1"
"Paraeducator Pre-K - 2026/2027 Contract Year Only [PA18]",2026-09-04,2026-09-01,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5911837","schoolspring:laramie1.schoolspring.com:5911837","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-08-31,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5910055","schoolspring:laramie1.schoolspring.com:5910055","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-08-31,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5910054","schoolspring:laramie1.schoolspring.com:5910054","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2026-08-28,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5908042","schoolspring:laramie1.schoolspring.com:5908042","Laramie County School District 1"
"FBLA Advisor",2026-09-04,2026-08-28,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5908041","schoolspring:laramie1.schoolspring.com:5908041","Laramie County School District 1"
"We the People Activity Sponsor",2026-09-04,2026-08-28,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5908039","schoolspring:laramie1.schoolspring.com:5908039","Laramie County School District 1"
"Secretary - Sr High Records [CS15]",2026-09-04,2026-08-28,"Staff","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5908037","schoolspring:laramie1.schoolspring.com:5908037","Laramie County School District 1"
"Assistant Boys Basketball Coach",2026-09-04,2026-08-28,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5908029","schoolspring:laramie1.schoolspring.com:5908029","Laramie County School District 1"
"Paraeducator Resource Room [XP08]",2026-09-04,2026-08-28,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5908025","schoolspring:laramie1.schoolspring.com:5908025","Laramie County School District 1"
"Occupational Therapist [XT06]",2026-09-04,2026-08-26,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5904419","schoolspring:laramie1.schoolspring.com:5904419","Laramie County School District 1"
"Physical Therapy Assistant [XI03]",2026-09-04,2026-08-26,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5904408","schoolspring:laramie1.schoolspring.com:5904408","Laramie County School District 1"
"Paraeducator Special Needs PALS [XP09]",2026-09-04,2026-08-26,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5904333","schoolspring:laramie1.schoolspring.com:5904333","Laramie County School District 1"
"Custodial - Head Class 5 [CU02]",2026-09-04,2026-08-25,"Custodial/Maintenance","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5901326","schoolspring:laramie1.schoolspring.com:5901326","Laramie County School District 1"
"Sub-Custodian [S010]",2026-09-04,2026-08-25,"Substitute","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5682999","schoolspring:laramie1.schoolspring.com:5682999","Laramie County School District 1"
"Custodial - Head Class 4 [CU07]",2026-09-04,2026-08-24,"Custodial/Maintenance","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5900722","schoolspring:laramie1.schoolspring.com:5900722","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2026-08-24,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5900547","schoolspring:laramie1.schoolspring.com:5900547","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2026-08-24,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5900537","schoolspring:laramie1.schoolspring.com:5900537","Laramie County School District 1"
"Facility Technician - Painter [TS14]",2026-09-04,2026-08-20,"Custodial/Maintenance","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5895386","schoolspring:laramie1.schoolspring.com:5895386","Laramie County School District 1"
"Paraeducator-CAP Program [PA07]",2026-09-04,2026-08-17,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5889817","schoolspring:laramie1.schoolspring.com:5889817","Laramie County School District 1"
"Facility Technician - Integrated Trades [TS20]",2026-09-04,2026-08-14,"Custodial/Maintenance","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5887159","schoolspring:laramie1.schoolspring.com:5887159","Laramie County School District 1"
"Paraeducator Special Education [XP08]",2026-09-04,2026-08-14,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5887140","schoolspring:laramie1.schoolspring.com:5887140","Laramie County School District 1"
"Building Interventionist/Sub",2026-09-04,2026-08-12,"Substitute","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5883766","schoolspring:laramie1.schoolspring.com:5883766","Laramie County School District 1"
"Strength and Conditioning Coach AM &amp; PM",2026-09-04,2026-08-12,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5883763","schoolspring:laramie1.schoolspring.com:5883763","Laramie County School District 1"
"Title 1 Tutor - 2026/2027 Contract Year Only [M420]",2026-09-04,2026-08-12,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5883759","schoolspring:laramie1.schoolspring.com:5883759","Laramie County School District 1"
"Nutrition Services Aid [NU02]",2026-09-04,2026-08-11,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5881399","schoolspring:laramie1.schoolspring.com:5881399","Laramie County School District 1"
"Custodial - Head Class 6 [CU07]",2026-09-04,2026-08-07,"Custodial/Maintenance","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5722162","schoolspring:laramie1.schoolspring.com:5722162","Laramie County School District 1"
"50% Assistant Speech and Debate Coach [C046]",2026-09-04,2026-08-06,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5874750","schoolspring:laramie1.schoolspring.com:5874750","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2026-08-05,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5872611","schoolspring:laramie1.schoolspring.com:5872611","Laramie County School District 1"
"Nutrition Services Aid [NU02]",2026-09-04,2026-08-04,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5870029","schoolspring:laramie1.schoolspring.com:5870029","Laramie County School District 1"
"School Psychologist Intern [XT32]",2026-09-04,2026-08-04,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5870017","schoolspring:laramie1.schoolspring.com:5870017","Laramie County School District 1"
"Applicant Pool - Substitute Teacher [S035]",2026-09-04,2026-08-04,"Substitute","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5868375","schoolspring:laramie1.schoolspring.com:5868375","Laramie County School District 1"
"Assistant Girls Soccer Coach - Senior High [C120]",2026-09-04,2026-08-03,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5867487","schoolspring:laramie1.schoolspring.com:5867487","Laramie County School District 1"
"Paraeducator Special Needs PALS [XP09]",2026-09-04,2026-07-29,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5860669","schoolspring:laramie1.schoolspring.com:5860669","Laramie County School District 1"
"CAP Academy Teacher [TC58]",2026-09-04,2026-07-28,"Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5857967","schoolspring:laramie1.schoolspring.com:5857967","Laramie County School District 1"
"Paraeducator General [PA07]",2026-09-04,2026-07-27,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5853611","schoolspring:laramie1.schoolspring.com:5853611","Laramie County School District 1"
"Special Education Behavior Lab Paraeducator  [XP08]",2026-09-04,2026-07-22,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5690294","schoolspring:laramie1.schoolspring.com:5690294","Laramie County School District 1"
"Paraeducator Resource Room [XP08]",2026-09-04,2026-07-21,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5845163","schoolspring:laramie1.schoolspring.com:5845163","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2026-07-20,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5842604","schoolspring:laramie1.schoolspring.com:5842604","Laramie County School District 1"
"Nutrition Services Aid [NU02]",2026-09-04,2026-07-16,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5837091","schoolspring:laramie1.schoolspring.com:5837091","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829489","schoolspring:laramie1.schoolspring.com:5829489","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829486","schoolspring:laramie1.schoolspring.com:5829486","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829437","schoolspring:laramie1.schoolspring.com:5829437","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829424","schoolspring:laramie1.schoolspring.com:5829424","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829419","schoolspring:laramie1.schoolspring.com:5829419","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829413","schoolspring:laramie1.schoolspring.com:5829413","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829411","schoolspring:laramie1.schoolspring.com:5829411","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829380","schoolspring:laramie1.schoolspring.com:5829380","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829352","schoolspring:laramie1.schoolspring.com:5829352","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-13,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5829346","schoolspring:laramie1.schoolspring.com:5829346","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824641","schoolspring:laramie1.schoolspring.com:5824641","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824489","schoolspring:laramie1.schoolspring.com:5824489","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824486","schoolspring:laramie1.schoolspring.com:5824486","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824484","schoolspring:laramie1.schoolspring.com:5824484","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824475","schoolspring:laramie1.schoolspring.com:5824475","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824466","schoolspring:laramie1.schoolspring.com:5824466","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824464","schoolspring:laramie1.schoolspring.com:5824464","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824460","schoolspring:laramie1.schoolspring.com:5824460","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5824458","schoolspring:laramie1.schoolspring.com:5824458","Laramie County School District 1"
"Elementary Head Football Coach [C174]",2026-09-04,2026-07-08,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5823592","schoolspring:laramie1.schoolspring.com:5823592","Laramie County School District 1"
"Elementary Assistant Football Coach [C176]",2026-09-04,2026-07-08,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5823566","schoolspring:laramie1.schoolspring.com:5823566","Laramie County School District 1"
"Health Sciences Teacher - 2026/2027 Contract Year Only [TC18]",2026-09-04,2026-07-08,"Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5821638","schoolspring:laramie1.schoolspring.com:5821638","Laramie County School District 1"
"School Psychologist [XA01]",2026-09-04,2026-07-06,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5821651","schoolspring:laramie1.schoolspring.com:5821651","Laramie County School District 1"
"Substitute On-Call Nutrition Services Aid [S020]",2026-09-04,2026-06-17,"Substitute","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5791475","schoolspring:laramie1.schoolspring.com:5791475","Laramie County School District 1"
"Head Girls Soccer Coach [C122]",2026-09-04,2026-06-09,"Athletics","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5771089","schoolspring:laramie1.schoolspring.com:5771089","Laramie County School District 1"
"Resource Teacher - 2026/2027 Contract Year Only [XT21]",2026-09-04,2026-06-02,"Teacher","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5753890","schoolspring:laramie1.schoolspring.com:5753890","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2026-05-28,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5743405","schoolspring:laramie1.schoolspring.com:5743405","Laramie County School District 1"
"Educational Sign Language Interpreter [XP05]",2026-09-04,2026-05-18,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5722099","schoolspring:laramie1.schoolspring.com:5722099","Laramie County School District 1"
"Paraeducator Sign Support [XP05]",2026-09-04,2026-05-18,"Paraprofessional","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5722041","schoolspring:laramie1.schoolspring.com:5722041","Laramie County School District 1"
"School Psychologist [XA01]",2026-09-04,2026-05-18,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5721993","schoolspring:laramie1.schoolspring.com:5721993","Laramie County School District 1"
"Speech Language Pathologist-4 Positions available [XT14]",2026-09-04,2026-05-06,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5696875","schoolspring:laramie1.schoolspring.com:5696875","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2026-05-04,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5690181","schoolspring:laramie1.schoolspring.com:5690181","Laramie County School District 1"
"Physical Therapist [XT07]",2026-09-04,2026-04-30,"Support Services","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5415796","schoolspring:laramie1.schoolspring.com:5415796","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2026-04-20,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5657584","schoolspring:laramie1.schoolspring.com:5657584","Laramie County School District 1"
"Assistant Head Custodian - Class 4 [CU01]",2026-09-04,2026-04-20,"Custodial/Maintenance","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5657340","schoolspring:laramie1.schoolspring.com:5657340","Laramie County School District 1"
"Custodial - Head Class 5 [CU02]",2026-09-04,2026-02-17,"Custodial/Maintenance","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5183184","schoolspring:laramie1.schoolspring.com:5183184","Laramie County School District 1"
"Custodial - Head Class 5 [CU08]",2026-09-04,2026-01-16,"Custodial/Maintenance","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5502074","schoolspring:laramie1.schoolspring.com:5502074","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2025-11-07,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5433620","schoolspring:laramie1.schoolspring.com:5433620","Laramie County School District 1"
"Student Sweeper [ST05]",2026-09-04,2025-11-07,"Other","Cheyenne, Wyoming","https://laramie1.schoolspring.com/jobs/5433599","schoolspring:laramie1.schoolspring.com:5433599","Laramie County School District 1"
